,ID,lat,long,Sea_level.mm,C,year
7706,367,41.523,-70.672,6989,N,1961
8146,525,44.392,-68.205,7048,N,1961
3879,526,29.263,-89.957,6837,N,1961
405,300,19.73,-155.055,7074,N,1961
6343,636,37.165,-75.988,6913,N,1961
3550,725,28.948,-95.308,6734,N,1961
5046,112,30.672,-81.465,7134,N,1961
3488,538,28.022,-97.047,NA,N,1961
2013,265,46.207,-123.768,6939,N,1961
1291,495,59.45,-135.327,7267,N,1961
8273,332,44.903,-66.982,7023,N,1961
1876,127,47.602,-122.338,7068,N,1961
6894,366,40.467,-74.008,7034,N,1961
7601,351,41.505,-71.327,7061,N,1961
6267,148,39.267,-76.578,7023,N,1961
4569,188,24.555,-81.807,7112,N,1961
4072,246,30.403,-87.21,7052,N,1961
7437,429,41.36,-72.09,7015,N,1961
478,491,52.833,173.2,6993,N,1961
4705,363,25.768,-80.132,7025,N,1961
2774,508,35.177,-120.76,7029,N,1961
2248,378,41.745,-124.182,7091,N,1961
6453,224,38.782,-75.12,7001,N,1961
7055,12,40.7,-74.013,6972,N,1961
1552,385,48.367,-124.612,7043,N,1961
7515,430,41.807,-71.4,7018,N,1961
3095,766,33.603,-117.882,6977,N,1961
7819,775,41.767,-70.5,7044,N,1961
4907,316,30.393,-81.432,7037,N,1961
5227,234,32.782,-79.925,6990,N,1961
7662,776,41.742,-70.617,6974,N,1961
6153,311,38.983,-76.48,6957,N,1961
5965,360,38.873,-77.022,6904,N,1961
1720,384,48.547,-123.01,7002,N,1961
1470,225,55.332,-131.625,7078,N,1961
48,756,21.953,-159.355,6987,N,1961
3162,256,32.867,-117.257,6974,N,1961
3600,828,29.285,-94.788,6876,N,1961
6782,180,39.355,-74.418,7004,N,1961
7964,288,43.08,-70.742,7018,N,1961
290,521,20.895,-156.477,7028,N,1961
7302,362,40.793,-73.782,7070,N,1961
6588,135,39.933,-75.142,6896,N,1961
3435,919,26.068,-97.152,NA,N,1961
3085,717,33.75,-118.117,6969,N,1961
5793,597,37.247,-76.5,6947,N,1961
3822,440,29.372,-91.385,7023,N,1961
4954,716,30.35,-81.617,7025,N,1961
219,823,21.432,-157.79,6949,N,1961
1372,405,58.298,-134.412,7074,N,1961
4363,520,27.76,-82.627,7046,N,1961
7225,848,40.95,-73.077,6985,N,1961
5589,399,36.822,-76.293,6901,N,1961
7215,875,41.167,-72.2,NA,N,1961
4261,428,29.135,-83.032,7002,N,1961
8064,183,43.657,-70.247,7091,N,1961
7874,235,42.353,-71.053,7086,N,1961
5727,299,36.947,-76.33,7031,N,1961
1131,445,59.548,-139.733,6982,N,1961
7156,519,41.048,-71.96,7045,N,1961
2599,437,37.772,-122.298,7004,N,1961
160,155,21.307,-157.867,7064,N,1961
6058,412,38.317,-76.452,7060,N,1961
4810,270,29.233,-81.0,NA,N,1961
2929,377,34.008,-118.5,7004,N,1961
3702,161,29.31,-94.793,7124,N,1961
5340,862,33.683,-78.885,6819,N,1961
5656,462,37.567,-77.45,7177,N,1961
2522,10,37.807,-122.465,6985,N,1961
591,757,53.88,-166.537,7028,N,1961
3466,922,27.827,-97.05,NA,N,1961
7344,856,40.893,-73.782,7021,N,1961
5416,396,34.227,-77.953,7048,N,1961
5128,395,32.033,-80.902,7022,N,1961
3125,883,33.0,-118.55,6899,N,1961
3823,440,29.372,-91.385,6997,N,1962
479,491,52.833,173.2,NA,N,1962
3601,828,29.285,-94.788,6827,N,1962
3489,538,28.022,-97.047,NA,N,1962
6268,148,39.267,-76.578,7032,N,1962
5728,299,36.947,-76.33,7044,N,1962
502,487,51.863,-176.632,7085,N,1962
6895,366,40.467,-74.008,7025,N,1962
5129,395,32.033,-80.902,7066,N,1962
4908,316,30.393,-81.432,7070,N,1962
406,300,19.73,-155.055,7001,N,1962
4073,246,30.403,-87.21,6996,N,1962
6059,412,38.317,-76.452,7065,N,1962
220,823,21.432,-157.79,6948,N,1962
3436,919,26.068,-97.152,NA,N,1962
1373,405,58.298,-134.412,7045,N,1962
7965,288,43.08,-70.742,7008,N,1962
6783,180,39.355,-74.418,7003,N,1962
1132,445,59.548,-139.733,6898,N,1962
1721,384,48.547,-123.01,NA,N,1962
291,521,20.895,-156.477,6992,N,1962
3467,922,27.827,-97.05,NA,N,1962
5657,462,37.567,-77.45,7176,N,1962
3703,161,29.31,-94.793,7056,N,1962
161,155,21.307,-157.867,7057,N,1962
7875,235,42.353,-71.053,7064,N,1962
6154,311,38.983,-76.48,6971,N,1962
3023,245,33.72,-118.272,7015,N,1962
3760,920,29.705,-93.853,NA,N,1962
6023,971,38.133,-76.533,7007,N,1962
3346,497,26.06,-97.215,6955,N,1962
2830,1013,34.348,-119.442,6967,N,1962
8147,525,44.392,-68.205,7058,N,1962
7820,775,41.767,-70.5,7027,N,1962
4262,428,29.135,-83.032,6967,N,1962
5047,112,30.672,-81.465,7188,N,1962
4706,363,25.768,-80.132,7054,N,1962
1877,127,47.602,-122.338,7036,N,1962
1292,495,59.45,-135.327,7200,N,1962
7707,367,41.523,-70.672,6995,N,1962
8274,332,44.903,-66.982,6982,N,1962
7303,362,40.793,-73.782,7073,N,1962
7056,12,40.7,-74.013,7009,N,1962
7438,429,41.36,-72.09,7014,N,1962
4811,270,29.233,-81.0,NA,N,1962
1553,385,48.367,-124.612,7019,N,1962
5966,360,38.873,-77.022,6921,N,1962
3163,256,32.867,-117.257,6966,N,1962
7663,776,41.742,-70.617,6965,N,1962
2014,265,46.207,-123.768,6915,N,1962
3096,766,33.603,-117.882,6981,N,1962
7602,351,41.505,-71.327,7058,N,1962
6454,224,38.782,-75.12,7022,N,1962
4570,188,24.555,-81.807,7126,N,1962
2930,377,34.008,-118.5,6976,N,1962
2600,437,37.772,-122.298,7029,N,1962
7345,856,40.893,-73.782,7022,N,1962
2523,10,37.807,-122.465,7008,N,1962
5341,862,33.683,-78.885,6869,N,1962
2249,378,41.745,-124.182,7102,N,1962
7157,519,41.048,-71.96,7035,N,1962
6344,636,37.165,-75.988,6925,N,1962
3274,158,32.713,-117.173,NA,N,1962
2775,508,35.177,-120.76,7040,N,1962
5228,234,32.782,-79.925,7045,N,1962
7216,875,41.167,-72.2,NA,N,1962
8065,183,43.657,-70.247,7061,N,1962
3086,717,33.75,-118.117,6961,N,1962
3551,725,28.948,-95.308,6667,N,1962
4364,520,27.76,-82.627,7038,N,1962
49,756,21.953,-159.355,6991,N,1962
5417,396,34.227,-77.953,NA,N,1962
1471,225,55.332,-131.625,7033,N,1962
5590,399,36.822,-76.293,6916,N,1962
3880,526,29.263,-89.957,6777,N,1962
7516,430,41.807,-71.4,7006,N,1962
4955,716,30.35,-81.617,7067,N,1962
6589,135,39.933,-75.142,6909,N,1962
7226,848,40.95,-73.077,6971,N,1962
1211,426,57.052,-135.342,7020,N,1962
592,757,53.88,-166.537,7017,N,1962
5794,597,37.247,-76.5,6967,N,1962
7158,519,41.048,-71.96,6995,N,1963
6155,311,38.983,-76.48,6908,N,1963
407,300,19.73,-155.055,7026,N,1963
3704,161,29.31,-94.793,7015,N,1963
1212,426,57.052,-135.342,7073,N,1963
1293,495,59.45,-135.327,7232,N,1963
3881,526,29.263,-89.957,6759,N,1963
7876,235,42.353,-71.053,7042,N,1963
5229,234,32.782,-79.925,6963,N,1963
7346,856,40.893,-73.782,6962,N,1963
2601,437,37.772,-122.298,7058,N,1963
5967,360,38.873,-77.022,6835,N,1963
50,756,21.953,-159.355,6992,N,1963
1374,405,58.298,-134.412,7070,N,1963
4956,716,30.35,-81.617,7054,N,1963
5418,396,34.227,-77.953,7021,N,1963
6060,412,38.317,-76.452,6999,N,1963
7227,848,40.95,-73.077,6935,N,1963
1472,225,55.332,-131.625,7086,N,1963
221,823,21.432,-157.79,6956,N,1963
5795,597,37.247,-76.5,6908,N,1963
6590,135,39.933,-75.142,6820,N,1963
3437,919,26.068,-97.152,6892,N,1963
162,155,21.307,-157.867,7055,N,1963
7966,288,43.08,-70.742,6986,N,1963
4812,270,29.233,-81.0,NA,N,1963
1722,384,48.547,-123.01,NA,N,1963
3164,256,32.867,-117.257,7026,N,1963
6784,180,39.355,-74.418,6965,N,1963
1133,445,59.548,-139.733,6962,N,1963
5658,462,37.567,-77.45,7012,N,1963
292,521,20.895,-156.477,NA,N,1963
2524,10,37.807,-122.465,7032,N,1963
5342,862,33.683,-78.885,NA,N,1963
7304,362,40.793,-73.782,7007,N,1963
3024,245,33.72,-118.272,7023,N,1963
8066,183,43.657,-70.247,7033,N,1963
7517,430,41.807,-71.4,6977,N,1963
2250,378,41.745,-124.182,7119,N,1963
4909,316,30.393,-81.432,7036,N,1963
2015,265,46.207,-123.768,6940,N,1963
7217,875,41.167,-72.2,6991,N,1963
3602,828,29.285,-94.788,6790,N,1963
4074,246,30.403,-87.21,6956,N,1963
6345,636,37.165,-75.988,6869,N,1963
8275,332,44.903,-66.982,NA,N,1963
6455,224,38.782,-75.12,6935,N,1963
2776,508,35.177,-120.76,7049,N,1963
2931,377,34.008,-118.5,7000,N,1963
6896,366,40.467,-74.008,6977,N,1963
7664,776,41.742,-70.617,6939,N,1963
480,491,52.833,173.2,7031,N,1963
6269,148,39.267,-76.578,6963,N,1963
1554,385,48.367,-124.612,7051,N,1963
1878,127,47.602,-122.338,7081,N,1963
5729,299,36.947,-76.33,6967,N,1963
3490,538,28.022,-97.047,NA,N,1963
3275,158,32.713,-117.173,7040,N,1963
7603,351,41.505,-71.327,7029,N,1963
5048,112,30.672,-81.465,7142,N,1963
593,757,53.88,-166.537,7048,N,1963
3468,922,27.827,-97.05,NA,N,1963
3761,920,29.705,-93.853,6942,N,1963
6024,971,38.133,-76.533,6945,N,1963
3552,725,28.948,-95.308,6637,N,1963
7708,367,41.523,-70.672,6966,N,1963
3347,497,26.06,-97.215,6920,N,1963
4571,188,24.555,-81.807,7091,N,1963
3097,766,33.603,-117.882,7010,N,1963
4707,363,25.768,-80.132,7025,N,1963
2831,1013,34.348,-119.442,7015,N,1963
5130,395,32.033,-80.902,7021,N,1963
7439,429,41.36,-72.09,6977,N,1963
3824,440,29.372,-91.385,6944,N,1963
3087,717,33.75,-118.117,7000,N,1963
7821,775,41.767,-70.5,6997,N,1963
4365,520,27.76,-82.627,7024,N,1963
7057,12,40.7,-74.013,6941,N,1963
5591,399,36.822,-76.293,6850,N,1963
4263,428,29.135,-83.032,6922,N,1963
8148,525,44.392,-68.205,7047,N,1963
503,487,51.863,-176.632,7162,N,1963
3603,828,29.285,-94.788,6757,N,1964
8067,183,43.657,-70.247,7031,N,1964
51,756,21.953,-159.355,6961,N,1964
3491,538,28.022,-97.047,6819,N,1964
2016,265,46.207,-123.768,6917,N,1964
6025,971,38.133,-76.533,NA,N,1964
3438,919,26.068,-97.152,6885,N,1964
2525,10,37.807,-122.465,6980,N,1964
8276,332,44.903,-66.982,6994,N,1964
163,155,21.307,-157.867,7034,N,1964
2777,508,35.177,-120.76,7001,N,1964
8230,1081,44.65,-67.217,7004,N,1964
3469,922,27.827,-97.05,NA,N,1964
8149,525,44.392,-68.205,7035,N,1964
1134,445,59.548,-139.733,NA,N,1964
5968,360,38.873,-77.022,6873,N,1964
1213,426,57.052,-135.342,7027,N,1964
1294,495,59.45,-135.327,NA,N,1964
4708,363,25.768,-80.132,7022,N,1964
6591,135,39.933,-75.142,6839,N,1964
3553,725,28.948,-95.308,6639,N,1964
7218,875,41.167,-72.2,6983,N,1964
222,823,21.432,-157.79,6938,N,1964
7518,430,41.807,-71.4,6971,N,1964
952,266,60.12,-149.427,7192,N,1964
7604,351,41.505,-71.327,7022,N,1964
2932,377,34.008,-118.5,6941,N,1964
4957,716,30.35,-81.617,7072,N,1964
3088,717,33.75,-118.117,6948,N,1964
7665,776,41.742,-70.617,6948,N,1964
5730,299,36.947,-76.33,6991,N,1964
3276,158,32.713,-117.173,6986,N,1964
594,757,53.88,-166.537,6989,N,1964
1555,385,48.367,-124.612,6986,N,1964
5592,399,36.822,-76.293,6868,N,1964
7709,367,41.523,-70.672,6939,N,1964
6456,224,38.782,-75.12,6994,N,1964
5131,395,32.033,-80.902,7029,N,1964
2251,378,41.745,-124.182,7037,N,1964
7058,12,40.7,-74.013,6976,N,1964
7440,429,41.36,-72.09,6976,N,1964
4572,188,24.555,-81.807,7045,N,1964
5419,396,34.227,-77.953,7055,N,1964
7159,519,41.048,-71.96,6985,N,1964
7228,848,40.95,-73.077,6930,N,1964
5796,597,37.247,-76.5,6921,N,1964
1473,225,55.332,-131.625,7043,N,1964
4813,270,29.233,-81.0,NA,N,1964
7305,362,40.793,-73.782,7021,N,1964
4366,520,27.76,-82.627,7000,N,1964
3165,256,32.867,-117.257,6965,N,1964
5343,862,33.683,-78.885,NA,N,1964
7347,856,40.893,-73.782,6964,N,1964
3882,526,29.263,-89.957,6772,N,1964
5230,234,32.782,-79.925,6967,N,1964
5557,945,36.85,-75.967,6900,N,1964
6346,636,37.165,-75.988,6886,N,1964
3098,766,33.603,-117.882,6955,N,1964
2602,437,37.772,-122.298,7015,N,1964
6270,148,39.267,-76.578,6986,N,1964
3825,440,29.372,-91.385,6963,N,1964
4264,428,29.135,-83.032,6913,N,1964
408,300,19.73,-155.055,7010,N,1964
7877,235,42.353,-71.053,7048,N,1964
3762,920,29.705,-93.853,6954,N,1964
504,487,51.863,-176.632,NA,N,1964
3348,497,26.06,-97.215,6932,N,1964
3025,245,33.72,-118.272,6999,N,1964
3705,161,29.31,-94.793,7032,N,1964
2832,1013,34.348,-119.442,6967,N,1964
7822,775,41.767,-70.5,6981,N,1964
1375,405,58.298,-134.412,7017,N,1964
6785,180,39.355,-74.418,6959,N,1964
3401,1038,26.553,-97.422,6865,N,1964
6156,311,38.983,-76.48,6926,N,1964
293,521,20.895,-156.477,6977,N,1964
4075,246,30.403,-87.21,6975,N,1964
7967,288,43.08,-70.742,6981,N,1964
6897,366,40.467,-74.008,6988,N,1964
6061,412,38.317,-76.452,7014,N,1964
5659,462,37.567,-77.45,7012,N,1964
4910,316,30.393,-81.432,7042,N,1964
1723,384,48.547,-123.01,NA,N,1964
5049,112,30.672,-81.465,7134,N,1964
481,491,52.833,173.2,7047,N,1964
1879,127,47.602,-122.338,7027,N,1964
3402,1038,26.553,-97.422,6961,N,1965
3883,526,29.263,-89.957,6840,N,1965
3439,919,26.068,-97.152,NA,N,1965
4814,270,29.233,-81.0,NA,N,1965
2603,437,37.772,-122.298,7082,N,1965
3166,256,32.867,-117.257,7030,N,1965
3706,161,29.31,-94.793,7104,N,1965
3492,538,28.022,-97.047,6902,N,1965
3763,920,29.705,-93.853,7025,N,1965
3099,766,33.603,-117.882,7025,N,1965
3604,828,29.285,-94.788,NA,N,1965
4367,520,27.76,-82.627,7059,N,1965
4265,428,29.135,-83.032,6969,N,1965
3826,440,29.372,-91.385,7031,N,1965
4911,316,30.393,-81.432,7021,N,1965
2778,508,35.177,-120.76,7087,N,1965
3277,158,32.713,-117.173,7047,N,1965
4709,363,25.768,-80.132,7031,N,1965
3470,922,27.827,-97.05,NA,N,1965
3089,717,33.75,-118.117,7020,N,1965
2833,1013,34.348,-119.442,7018,N,1965
2933,377,34.008,-118.5,6998,N,1965
3026,245,33.72,-118.272,7055,N,1965
3349,497,26.06,-97.215,6996,N,1965
3554,725,28.948,-95.308,6710,N,1965
4573,188,24.555,-81.807,7087,N,1965
4076,246,30.403,-87.21,7030,N,1965
4958,716,30.35,-81.617,7040,N,1965
6026,971,38.133,-76.533,6955,N,1965
595,757,53.88,-166.537,6984,N,1965
8150,525,44.392,-68.205,7092,N,1965
1724,384,48.547,-123.01,7021,N,1965
7666,776,41.742,-70.617,6950,N,1965
7605,351,41.505,-71.327,7034,N,1965
6157,311,38.983,-76.48,6949,N,1965
7519,430,41.807,-71.4,6986,N,1965
7441,429,41.36,-72.09,6988,N,1965
7968,288,43.08,-70.742,6987,N,1965
7365,1068,41.173,-73.182,6882,N,1965
8231,1081,44.65,-67.217,6947,N,1965
6271,148,39.267,-76.578,7003,N,1965
1556,385,48.367,-124.612,7058,N,1965
5231,234,32.782,-79.925,6972,N,1965
2252,378,41.745,-124.182,7133,N,1965
7348,856,40.893,-73.782,6972,N,1965
7306,362,40.793,-73.782,7028,N,1965
805,1067,61.238,-149.89,7190,N,1965
164,155,21.307,-157.867,7020,N,1965
6347,636,37.165,-75.988,6878,N,1965
6062,412,38.317,-76.452,7033,N,1965
7710,367,41.523,-70.672,NA,N,1965
294,521,20.895,-156.477,6964,N,1965
5660,462,37.567,-77.45,7034,N,1965
5593,399,36.822,-76.293,6879,N,1965
7878,235,42.353,-71.053,7048,N,1965
2017,265,46.207,-123.768,6964,N,1965
5558,945,36.85,-75.967,NA,N,1965
5731,299,36.947,-76.33,6986,N,1965
409,300,19.73,-155.055,7026,N,1965
223,823,21.432,-157.79,6925,N,1965
8068,183,43.657,-70.247,7038,N,1965
5797,597,37.247,-76.5,6928,N,1965
7823,775,41.767,-70.5,7007,N,1965
482,491,52.833,173.2,7159,N,1965
505,487,51.863,-176.632,NA,N,1965
7762,1111,41.285,-70.097,6980,N,1965
1880,127,47.602,-122.338,7069,N,1965
5969,360,38.873,-77.022,6890,N,1965
5420,396,34.227,-77.953,7030,N,1965
7229,848,40.95,-73.077,6950,N,1965
5344,862,33.683,-78.885,NA,N,1965
7219,875,41.167,-72.2,6988,N,1965
6457,224,38.782,-75.12,6960,N,1965
52,756,21.953,-159.355,6926,N,1965
1376,405,58.298,-134.412,6978,N,1965
2526,10,37.807,-122.465,7046,N,1965
1047,566,60.558,-145.752,6905,N,1965
1214,426,57.052,-135.342,6993,N,1965
7059,12,40.7,-74.013,6982,N,1965
5132,395,32.033,-80.902,7039,N,1965
6898,366,40.467,-74.008,7005,N,1965
1135,445,59.548,-139.733,NA,N,1965
5050,112,30.672,-81.465,7137,N,1965
953,266,60.12,-149.427,7159,N,1965
7160,519,41.048,-71.96,6997,N,1965
6786,180,39.355,-74.418,6954,N,1965
1295,495,59.45,-135.327,7123,N,1965
6592,135,39.933,-75.142,6831,N,1965
1474,225,55.332,-131.625,7005,N,1965
8277,332,44.903,-66.982,7027,N,1965
4574,188,24.555,-81.807,7114,N,1966
7763,1111,41.285,-70.097,6979,N,1966
483,491,52.833,173.2,7129,N,1966
6899,366,40.467,-74.008,7018,N,1966
1881,127,47.602,-122.338,7078,N,1966
6682,1153,38.968,-74.96,7026,N,1966
1048,566,60.558,-145.752,NA,N,1966
506,487,51.863,-176.632,7105,N,1966
7824,775,41.767,-70.5,7012,N,1966
410,300,19.73,-155.055,7051,N,1966
5798,597,37.247,-76.5,6944,N,1966
3027,245,33.72,-118.272,7039,N,1966
295,521,20.895,-156.477,6976,N,1966
3403,1038,26.553,-97.422,6910,N,1966
4216,1136,30.067,-84.183,6966,N,1966
5661,462,37.567,-77.45,7023,N,1966
7879,235,42.353,-71.053,7059,N,1966
6787,180,39.355,-74.418,6944,N,1966
3350,497,26.06,-97.215,6965,N,1966
3707,161,29.31,-94.793,7077,N,1966
2018,265,46.207,-123.768,6921,N,1966
1136,445,59.548,-139.733,6961,N,1966
4077,246,30.403,-87.21,6993,N,1966
5732,299,36.947,-76.33,7009,N,1966
1215,426,57.052,-135.342,7031,N,1966
5970,360,38.873,-77.022,6876,N,1966
3764,920,29.705,-93.853,7004,N,1966
4710,363,25.768,-80.132,7039,N,1966
3827,440,29.372,-91.385,7036,N,1966
3278,158,32.713,-117.173,7037,N,1966
7711,367,41.523,-70.672,6973,N,1966
3884,526,29.263,-89.957,6834,N,1966
4419,1106,26.647,-81.87,6949,N,1966
4368,520,27.76,-82.627,7062,N,1966
6272,148,39.267,-76.578,6995,N,1966
1557,385,48.367,-124.612,7043,N,1966
7060,12,40.7,-74.013,6974,N,1966
7349,856,40.893,-73.782,6971,N,1966
901,1070,59.44,-151.72,7176,N,1966
4266,428,29.135,-83.032,6955,N,1966
3167,256,32.867,-117.257,7041,N,1966
7307,362,40.793,-73.782,7064,N,1966
7161,519,41.048,-71.96,7005,N,1966
806,1067,61.238,-149.89,NA,N,1966
1475,225,55.332,-131.625,7107,N,1966
6348,636,37.165,-75.988,6894,N,1966
7230,848,40.95,-73.077,6962,N,1966
2934,377,34.008,-118.5,NA,N,1966
2779,508,35.177,-120.76,7032,N,1966
1377,405,58.298,-134.412,7007,N,1966
4470,1107,26.132,-81.807,6986,N,1966
954,266,60.12,-149.427,7158,N,1966
596,757,53.88,-166.537,6983,N,1966
6027,971,38.133,-76.533,6960,N,1966
7220,875,41.167,-72.2,7011,N,1966
6593,135,39.933,-75.142,6853,N,1966
1296,495,59.45,-135.327,7182,N,1966
6063,412,38.317,-76.452,7039,N,1966
7366,1068,41.173,-73.182,NA,N,1966
1725,384,48.547,-123.01,7014,N,1966
7606,351,41.505,-71.327,7039,N,1966
3100,766,33.603,-117.882,6999,N,1966
6158,311,38.983,-76.48,6944,N,1966
2834,1013,34.348,-119.442,7048,N,1966
7520,430,41.807,-71.4,6998,N,1966
6458,224,38.782,-75.12,6954,N,1966
7442,429,41.36,-72.09,6994,N,1966
7667,776,41.742,-70.617,6959,N,1966
7969,288,43.08,-70.742,7016,N,1966
4959,716,30.35,-81.617,7100,N,1966
53,756,21.953,-159.355,6946,N,1966
5133,395,32.033,-80.902,7067,N,1966
5559,945,36.85,-75.967,6955,N,1966
2604,437,37.772,-122.298,7030,N,1966
3440,919,26.068,-97.152,6938,N,1966
5345,862,33.683,-78.885,NA,N,1966
5594,399,36.822,-76.293,6899,N,1966
8232,1081,44.65,-67.217,6970,N,1966
5051,112,30.672,-81.465,7168,N,1966
4912,316,30.393,-81.432,7077,N,1966
224,823,21.432,-157.79,6938,N,1966
3471,922,27.827,-97.05,NA,N,1966
3605,828,29.285,-94.788,6864,N,1966
8278,332,44.903,-66.982,7037,N,1966
8069,183,43.657,-70.247,7054,N,1966
3555,725,28.948,-95.308,6704,N,1966
8151,525,44.392,-68.205,7092,N,1966
165,155,21.307,-157.867,7032,N,1966
2527,10,37.807,-122.465,7027,N,1966
5421,396,34.227,-77.953,7047,N,1966
3493,538,28.022,-97.047,6873,N,1966
4815,270,29.233,-81.0,NA,N,1966
5232,234,32.782,-79.925,6998,N,1966
2253,378,41.745,-124.182,7094,N,1966
2081,1196,44.625,-124.042,6998,Y,1967
4471,1107,26.132,-81.807,7009,N,1967
4420,1106,26.647,-81.87,6943,N,1967
7367,1068,41.173,-73.182,6924,N,1967
3885,526,29.263,-89.957,6863,N,1967
3966,1156,30.25,-88.075,6890,N,1967
8233,1081,44.65,-67.217,6998,N,1967
4369,520,27.76,-82.627,7076,N,1967
746,1179,57.745,-152.482,7109,N,1967
5595,399,36.822,-76.293,6914,N,1967
7443,429,41.36,-72.09,7016,N,1967
3828,440,29.372,-91.385,7056,N,1967
2780,508,35.177,-120.76,7033,N,1967
166,155,21.307,-157.867,6998,N,1967
597,757,53.88,-166.537,6972,N,1967
5422,396,34.227,-77.953,7050,N,1967
6028,971,38.133,-76.533,6991,N,1967
3279,158,32.713,-117.173,7022,N,1967
6064,412,38.317,-76.452,7053,N,1967
1726,384,48.547,-123.01,7017,N,1967
8152,525,44.392,-68.205,7086,N,1967
7668,776,41.742,-70.617,6961,N,1967
6114,1203,38.958,-76.555,6929,N,1967
7607,351,41.505,-71.327,7054,N,1967
5346,862,33.683,-78.885,NA,N,1967
3472,922,27.827,-97.05,NA,N,1967
6273,148,39.267,-76.578,7022,N,1967
6159,311,38.983,-76.48,6970,N,1967
7521,430,41.807,-71.4,NA,N,1967
2835,1013,34.348,-119.442,7041,N,1967
2605,437,37.772,-122.298,7073,N,1967
7350,856,40.893,-73.782,7001,N,1967
7308,362,40.793,-73.782,7076,N,1967
5233,234,32.782,-79.925,7002,N,1967
1297,495,59.45,-135.327,7144,N,1967
4913,316,30.393,-81.432,7067,N,1967
6594,135,39.933,-75.142,6907,N,1967
955,266,60.12,-149.427,7088,N,1967
6683,1153,38.968,-74.96,7069,N,1967
6900,366,40.467,-74.008,7044,N,1967
3556,725,28.948,-95.308,6750,N,1967
5052,112,30.672,-81.465,7174,N,1967
1216,426,57.052,-135.342,7026,N,1967
1049,566,60.558,-145.752,6944,N,1967
4078,246,30.403,-87.21,7026,N,1967
1137,445,59.548,-139.733,6940,N,1967
8279,332,44.903,-66.982,7026,N,1967
6788,180,39.355,-74.418,6991,N,1967
4217,1136,30.067,-84.183,6989,N,1967
3028,245,33.72,-118.272,7029,N,1967
2528,10,37.807,-122.465,7037,N,1967
3101,766,33.603,-117.882,6999,N,1967
902,1070,59.44,-151.72,7138,N,1967
6459,224,38.782,-75.12,6979,N,1967
3168,256,32.867,-117.257,7059,N,1967
2254,378,41.745,-124.182,7082,N,1967
5971,360,38.873,-77.022,6913,N,1967
3494,538,28.022,-97.047,6923,N,1967
6349,636,37.165,-75.988,6925,N,1967
807,1067,61.238,-149.89,7051,N,1967
7231,848,40.95,-73.077,6971,N,1967
7221,875,41.167,-72.2,7018,N,1967
1476,225,55.332,-131.625,7127,N,1967
3606,828,29.285,-94.788,6924,N,1967
7162,519,41.048,-71.96,7039,N,1967
2935,377,34.008,-118.5,NA,N,1967
7061,12,40.7,-74.013,7021,N,1967
4267,428,29.135,-83.032,6980,N,1967
5134,395,32.033,-80.902,7064,N,1967
1378,405,58.298,-134.412,6969,N,1967
54,756,21.953,-159.355,6898,N,1967
1558,385,48.367,-124.612,7037,N,1967
1882,127,47.602,-122.338,7081,N,1967
4960,716,30.35,-81.617,7053,N,1967
411,300,19.73,-155.055,7043,N,1967
8070,183,43.657,-70.247,7050,N,1967
3708,161,29.31,-94.793,7123,N,1967
4819,1182,29.147,-80.963,7004,N,1967
225,823,21.432,-157.79,6905,N,1967
4711,363,25.768,-80.132,7046,N,1967
3765,920,29.705,-93.853,7087,N,1967
5733,299,36.947,-76.33,7043,N,1967
7764,1111,41.285,-70.097,7002,N,1967
