,ID,lat,long,Sea_level.mm,C,year
4641,1701,24.712,-81.105,NA,N,2006
5626,2325,35.795,-75.548,7013,N,2006
6103,412,38.317,-76.452,7213,N,2006
450,300,19.73,-155.055,7146,N,2006
7803,1111,41.285,-70.097,7126,N,2006
2058,265,46.207,-123.768,6968,N,2006
4338,1638,27.978,-82.832,7055,N,2006
3595,725,28.948,-95.308,6994,N,2006
5091,112,30.672,-81.465,7227,N,2006
5683,1635,36.967,-76.113,7094,N,2006
7201,519,41.048,-71.96,NA,N,2006
846,1067,61.238,-149.89,7055,N,2006
2890,2126,34.408,-119.685,7932,N,2006
1966,1325,48.112,-122.757,7036,N,2006
5272,234,32.782,-79.925,7107,N,2006
546,487,51.863,-176.632,6969,N,2006
3390,497,26.06,-97.215,7116,N,2006
4614,188,24.555,-81.807,7198,N,2006
4408,520,27.76,-82.627,7148,N,2006
7262,2322,40.81,-73.765,7099,N,2006
5772,299,36.947,-76.33,7230,N,2006
8109,183,43.657,-70.247,7152,N,2006
2325,1639,40.767,-124.217,7132,N,2006
8191,525,44.392,-68.205,7150,N,2006
6010,360,38.873,-77.022,7023,N,2006
3854,1903,27.583,-97.217,7023,N,2006
941,1070,59.44,-151.72,6796,N,2006
4762,1696,26.612,-80.033,NA,N,2006
3318,158,32.713,-117.173,7120,N,2006
3067,245,33.72,-118.272,7078,N,2006
1099,2300,58.195,-136.347,7090,N,2006
1336,495,59.45,-135.327,6447,N,2006
4864,2326,30.398,-81.428,6981,N,2006
93,756,21.953,-159.355,7071,N,2006
6671,786,39.558,-75.573,7117,N,2006
1088,566,60.558,-145.752,7187,N,2006
6498,224,38.782,-75.12,7145,N,2006
8318,332,44.903,-66.982,7084,N,2006
2684,2330,38.055,-122.04,7288,N,2006
1609,2298,47.913,-124.637,7072,N,2006
3747,161,29.31,-94.793,7287,N,2006
4117,246,30.403,-87.21,7065,N,2006
4848,1858,25.73,-80.162,5947,N,2006
6517,2292,38.328,-75.092,7028,N,2006
6633,135,39.933,-75.142,7063,N,2006
6827,180,39.355,-74.418,7171,N,2006
6388,636,37.165,-75.988,7062,N,2006
1036,1353,61.125,-146.362,6912,N,2006
1597,385,48.367,-124.612,6968,N,2006
994,266,60.12,-149.427,7079,N,2006
6312,148,39.267,-76.578,7146,N,2006
2405,1394,37.995,-122.977,7116,N,2006
4972,2123,28.415,-80.592,7047,N,2006
1515,225,55.332,-131.625,7053,N,2006
1417,405,58.298,-134.412,6438,N,2006
2567,10,37.807,-122.465,7131,N,2006
6722,1153,38.968,-74.96,7213,N,2006
6939,366,40.467,-74.008,7201,N,2006
1176,445,59.548,-139.733,6616,N,2006
6855,2323,39.213,-76.245,7085,N,2006
3790,1835,29.728,-93.87,7044,N,2006
2644,437,37.772,-122.298,7111,N,2006
1255,426,57.052,-135.342,6989,N,2006
7561,430,41.807,-71.4,7071,N,2007
2891,2126,34.408,-119.685,7898,Y,2007
1683,1633,48.863,-122.757,6966,N,2007
3391,497,26.06,-97.215,7192,N,2007
4006,1156,30.25,-88.075,6966,N,2007
659,1857,70.4,-148.527,6950,N,2007
2645,437,37.772,-122.298,7004,N,2007
6499,224,38.782,-75.12,7098,N,2007
6723,1153,38.968,-74.96,7169,N,2007
361,2128,20.037,-155.83,NA,N,2007
7263,2322,40.81,-73.765,7048,N,2007
6011,360,38.873,-77.022,6986,N,2007
4849,1858,25.73,-80.162,5991,N,2007
2326,1639,40.767,-124.217,7061,N,2007
5273,234,32.782,-79.925,7138,N,2007
6940,366,40.467,-74.008,7151,N,2007
6389,636,37.165,-75.988,7020,N,2007
1967,1325,48.112,-122.757,6971,N,2007
3791,1835,29.728,-93.87,7143,N,2007
2121,1196,44.625,-124.042,6999,N,2007
2210,1640,42.738,-124.498,6963,N,2007
4615,188,24.555,-81.807,7231,N,2007
1037,1353,61.125,-146.362,6866,N,2007
1177,445,59.548,-139.733,6539,Y,2007
995,266,60.12,-149.427,7013,N,2007
3836,2297,28.943,-95.302,6997,N,2007
2749,1352,36.605,-121.887,6988,N,2007
336,521,20.895,-156.477,7049,N,2007
1089,566,60.558,-145.752,7138,N,2007
5328,1444,33.655,-78.918,7020,N,2007
3748,161,29.31,-94.793,7387,N,2007
1418,405,58.298,-134.412,6413,N,2007
4016,2215,30.327,-89.325,6973,N,2007
3596,725,28.948,-95.308,7090,N,2007
5773,299,36.947,-76.33,7194,N,2007
8110,183,43.657,-70.247,7097,N,2007
4339,1638,27.978,-82.832,7058,N,2007
7647,351,41.505,-71.327,7139,N,2007
1337,495,59.45,-135.327,6415,N,2007
2059,265,46.207,-123.768,6888,N,2007
4763,1696,26.612,-80.033,NA,N,2007
7202,519,41.048,-71.96,7145,N,2007
7804,1111,41.285,-70.097,7098,N,2007
5684,1635,36.967,-76.113,7054,N,2007
5092,112,30.672,-81.465,7285,N,2007
3068,245,33.72,-118.272,7043,N,2007
4460,1106,26.647,-81.87,7020,N,2007
1766,384,48.547,-123.01,7025,N,2007
3936,2328,30.027,-90.113,7082,N,2007
847,1067,61.238,-149.89,7038,N,2007
4409,520,27.76,-82.627,7161,N,2007
6672,786,39.558,-75.573,7061,N,2007
795,567,57.732,-152.512,NA,N,2007
7752,367,41.523,-70.672,7078,Y,2007
4642,1701,24.712,-81.105,NA,N,2007
5627,2325,35.795,-75.548,6965,N,2007
3855,1903,27.583,-97.217,7113,N,2007
6104,412,38.317,-76.452,7185,N,2007
1100,2300,58.195,-136.347,7067,N,2007
8319,332,44.903,-66.982,7052,N,2007
1922,127,47.602,-122.338,7120,N,2007
7920,235,42.353,-71.053,7159,N,2007
637,757,53.88,-166.537,6790,N,2007
451,300,19.73,-155.055,7139,N,2007
4307,428,29.135,-83.032,7026,N,2007
3319,158,32.713,-117.173,7078,N,2007
1516,225,55.332,-131.625,7081,N,2007
2706,2329,37.507,-122.212,6941,N,2007
2406,1394,37.995,-122.977,7035,N,2007
3646,828,29.285,-94.788,7164,N,2007
8005,2321,43.072,-70.71,NA,N,2007
5174,395,32.033,-80.902,7206,N,2007
2294,378,41.745,-124.182,7001,N,2007
7992,2291,43.072,-70.712,NA,N,2007
3925,526,29.263,-89.957,7215,N,2007
7483,429,41.36,-72.09,7101,N,2007
4199,1193,29.727,-84.982,6902,N,2007
6199,311,38.983,-76.48,7036,N,2007
1804,1354,46.707,-123.967,6291,N,2007
4865,2326,30.398,-81.428,7044,N,2007
265,823,21.432,-157.79,6990,N,2007
942,1070,59.44,-151.72,6717,N,2007
94,756,21.953,-159.355,NA,N,2007
891,1350,60.683,-151.397,6635,N,2007
2178,1269,43.345,-124.322,6993,N,2007
7407,1068,41.173,-73.182,6971,N,2007
8192,525,44.392,-68.205,7117,N,2007
5462,396,34.227,-77.953,7120,N,2007
206,155,21.307,-157.867,7088,N,2007
736,2304,57.125,-170.285,7015,N,2007
2975,377,34.008,-118.5,7000,N,2007
3208,256,32.867,-117.257,NA,N,2007
726,1634,55.337,-160.502,6983,N,2007
3534,538,28.022,-97.047,7204,N,2007
5925,2324,37.995,-76.465,7062,N,2007
1256,426,57.052,-135.342,6971,N,2007
2364,2125,38.913,-123.707,6923,N,2007
6856,2323,39.213,-76.245,7036,N,2007
2568,10,37.807,-122.465,7019,N,2007
4511,1107,26.132,-81.807,7076,N,2007
2820,508,35.177,-120.76,7017,N,2007
6313,148,39.267,-76.578,7106,N,2007
547,487,51.863,-176.632,6985,N,2007
2132,2214,45.555,-123.918,6921,N,2007
1610,2298,47.913,-124.637,6991,N,2007
4118,246,30.403,-87.21,7086,N,2007
8227,1524,44.642,-67.297,7006,N,2007
6634,135,39.933,-75.142,7004,N,2007
6828,180,39.355,-74.418,7136,N,2007
694,2302,55.062,-162.327,6953,N,2007
2685,2330,38.055,-122.04,7144,N,2007
5547,1636,36.183,-75.747,7063,N,2007
1651,2127,48.125,-123.44,6915,N,2007
5506,2295,34.72,-76.67,7108,N,2007
683,1800,64.5,-165.43,7009,Y,2007
5871,1295,38.573,-76.068,7075,N,2007
1598,385,48.367,-124.612,6907,N,2007
6518,2292,38.328,-75.092,6984,N,2007
7133,1637,40.637,-74.142,7033,Y,2007
4150,1641,30.152,-85.667,6973,N,2007
4973,2123,28.415,-80.592,NA,N,2007
7101,12,40.7,-74.013,7065,N,2007
763,2301,56.898,-154.247,6929,Y,2007
2646,437,37.772,-122.298,7040,N,2008
6857,2323,39.213,-76.245,7073,N,2008
3856,1903,27.583,-97.217,7115,N,2008
4616,188,24.555,-81.807,7234,N,2008
4410,520,27.76,-82.627,7160,N,2008
2211,1640,42.738,-124.498,6924,N,2008
4026,2327,30.705,-88.04,6958,N,2008
1038,1353,61.125,-146.362,6863,N,2008
2327,1639,40.767,-124.217,7081,N,2008
737,2304,57.125,-170.285,6990,N,2008
6941,366,40.467,-74.008,NA,N,2008
4974,2123,28.415,-80.592,7068,N,2008
7264,2322,40.81,-73.765,7090,N,2008
5175,395,32.033,-80.902,7172,N,2008
548,487,51.863,-176.632,6960,N,2008
557,2303,52.232,-174.173,7017,N,2008
727,1634,55.337,-160.502,6994,N,2008
3647,828,29.285,-94.788,7162,N,2008
5926,2324,37.995,-76.465,7088,N,2008
7408,1068,41.173,-73.182,6994,N,2008
638,757,53.88,-166.537,6793,N,2008
684,1800,64.5,-165.43,NA,N,2008
8111,183,43.657,-70.247,7117,N,2008
796,567,57.732,-152.512,6765,N,2008
3937,2328,30.027,-90.113,7112,N,2008
6314,148,39.267,-76.578,7139,N,2008
1805,1354,46.707,-123.967,6300,N,2008
764,2301,56.898,-154.247,NA,N,2008
7484,429,41.36,-72.09,7126,N,2008
1090,566,60.558,-145.752,7150,N,2008
1923,127,47.602,-122.338,7108,N,2008
3926,526,29.263,-89.957,NA,N,2008
1767,384,48.547,-123.01,7019,N,2008
5872,1295,38.573,-76.068,7102,N,2008
4461,1106,26.647,-81.87,7037,N,2008
4512,1107,26.132,-81.807,7078,N,2008
2750,1352,36.605,-121.887,7017,N,2008
6829,180,39.355,-74.418,7162,N,2008
3392,497,26.06,-97.215,7199,N,2008
695,2302,55.062,-162.327,6962,N,2008
5774,299,36.947,-76.33,7211,N,2008
4764,1696,26.612,-80.033,NA,N,2008
2295,378,41.745,-124.182,7017,N,2008
2407,1394,37.995,-122.977,7066,Y,2008
1517,225,55.332,-131.625,7041,N,2008
7648,351,41.505,-71.327,7166,N,2008
660,1857,70.4,-148.527,7056,Y,2008
7562,430,41.807,-71.4,7107,N,2008
6012,360,38.873,-77.022,7033,N,2008
2821,508,35.177,-120.76,7050,N,2008
1101,2300,58.195,-136.347,7038,N,2008
4151,1641,30.152,-85.667,6992,N,2008
6390,636,37.165,-75.988,7046,N,2008
3837,2297,28.943,-95.302,6971,Y,2008
3320,158,32.713,-117.173,7110,N,2008
7993,2291,43.072,-70.712,6991,N,2008
8006,2321,43.072,-70.71,6991,N,2008
6500,224,38.782,-75.12,7130,N,2008
362,2128,20.037,-155.83,7178,N,2008
4643,1701,24.712,-81.105,7120,N,2008
3749,161,29.31,-94.793,7353,Y,2008
2707,2329,37.507,-122.212,6977,N,2008
2179,1269,43.345,-124.322,7002,N,2008
5329,1444,33.655,-78.918,6997,N,2008
943,1070,59.44,-151.72,6734,N,2008
1684,1633,48.863,-122.757,6962,N,2008
5507,2295,34.72,-76.67,7106,N,2008
892,1350,60.683,-151.397,6651,N,2008
5628,2325,35.795,-75.548,6990,N,2008
31,2192,23.868,-166.288,6972,N,2008
6105,412,38.317,-76.452,7206,N,2008
4007,1156,30.25,-88.075,6997,N,2008
337,521,20.895,-156.477,7047,N,2008
4850,1858,25.73,-80.162,5978,N,2008
1652,2127,48.125,-123.44,6909,N,2008
2133,2214,45.555,-123.918,6931,N,2008
4119,246,30.403,-87.21,7113,N,2008
266,823,21.432,-157.79,NA,N,2008
2686,2330,38.055,-122.04,7178,N,2008
8228,1524,44.642,-67.297,7021,N,2008
6635,135,39.933,-75.142,7046,N,2008
7102,12,40.7,-74.013,7122,N,2008
1611,2298,47.913,-124.637,7002,N,2008
8320,332,44.903,-66.982,7057,Y,2008
4866,2326,30.398,-81.428,7028,N,2008
7134,1637,40.637,-74.142,7044,Y,2008
5548,1636,36.183,-75.747,7083,N,2008
6200,311,38.983,-76.48,7081,N,2008
7921,235,42.353,-71.053,7179,N,2008
4200,1193,29.727,-84.982,NA,N,2008
2122,1196,44.625,-124.042,7016,N,2008
996,266,60.12,-149.427,7026,N,2008
4308,428,29.135,-83.032,7044,N,2008
1599,385,48.367,-124.612,6900,N,2008
452,300,19.73,-155.055,7134,N,2008
6673,786,39.558,-75.573,7097,N,2008
1419,405,58.298,-134.412,6412,N,2008
3209,256,32.867,-117.257,7087,N,2008
4017,2215,30.327,-89.325,6994,N,2008
2976,377,34.008,-118.5,7037,N,2008
2569,10,37.807,-122.465,7057,N,2008
7753,367,41.523,-70.672,NA,N,2008
848,1067,61.238,-149.89,7062,N,2008
6724,1153,38.968,-74.96,7200,N,2008
5685,1635,36.967,-76.113,7077,N,2008
207,155,21.307,-157.867,7095,N,2008
1266,2299,56.247,-134.647,6990,N,2008
2892,2126,34.408,-119.685,7928,N,2008
5274,234,32.782,-79.925,7114,N,2008
3792,1835,29.728,-93.87,7129,N,2008
1968,1325,48.112,-122.757,6977,N,2008
1178,445,59.548,-139.733,6532,N,2008
4340,1638,27.978,-82.832,NA,N,2008
3535,538,28.022,-97.047,7176,N,2008
6519,2292,38.328,-75.092,7000,N,2008
3069,245,33.72,-118.272,7083,N,2008
7805,1111,41.285,-70.097,7120,N,2008
1338,495,59.45,-135.327,6419,Y,2008
5093,112,30.672,-81.465,7245,N,2008
2365,2125,38.913,-123.707,6953,N,2008
7203,519,41.048,-71.96,7168,N,2008
1257,426,57.052,-135.342,6948,N,2008
2060,265,46.207,-123.768,6898,N,2008
95,756,21.953,-159.355,7039,Y,2008
8193,525,44.392,-68.205,7132,N,2008
5463,396,34.227,-77.953,7130,N,2008
5873,1295,38.573,-76.068,7136,N,2009
738,2304,57.125,-170.285,6996,N,2009
2296,378,41.745,-124.182,7039,N,2009
2977,377,34.008,-118.5,7049,N,2009
32,2192,23.868,-166.288,NA,N,2009
3536,538,28.022,-97.047,7156,N,2009
4513,1107,26.132,-81.807,7100,N,2009
267,823,21.432,-157.79,6949,N,2009
6520,2292,38.328,-75.092,7056,N,2009
6830,180,39.355,-74.418,7207,N,2009
7409,1068,41.173,-73.182,7032,N,2009
1267,2299,56.247,-134.647,NA,N,2009
3648,828,29.285,-94.788,7131,N,2009
7485,429,41.36,-72.09,7159,N,2009
6858,2323,39.213,-76.245,7100,Y,2009
208,155,21.307,-157.867,7048,N,2009
4201,1193,29.727,-84.982,6985,N,2009
728,1634,55.337,-160.502,6987,N,2009
3927,526,29.263,-89.957,NA,N,2009
2180,1269,43.345,-124.322,7018,N,2009
3321,158,32.713,-117.173,7129,N,2009
8007,2321,43.072,-70.71,7008,N,2009
1258,426,57.052,-135.342,6904,N,2009
7994,2291,43.072,-70.712,7008,N,2009
2408,1394,37.995,-122.977,7078,Y,2009
5927,2324,37.995,-76.465,7138,N,2009
4867,2326,30.398,-81.428,7058,N,2009
5464,396,34.227,-77.953,7177,N,2009
2123,1196,44.625,-124.042,7035,N,2009
5508,2295,34.72,-76.67,7150,N,2009
8321,332,44.903,-66.982,7097,Y,2009
453,300,19.73,-155.055,7088,N,2009
1924,127,47.602,-122.338,7114,N,2009
4462,1106,26.647,-81.87,7065,N,2009
7806,1111,41.285,-70.097,7159,N,2009
1102,2300,58.195,-136.347,6997,N,2009
3946,2296,29.868,-89.673,7047,N,2009
5775,299,36.947,-76.33,7279,N,2009
2061,265,46.207,-123.768,6908,N,2009
3793,1835,29.728,-93.87,7095,N,2009
1339,495,59.45,-135.327,6355,Y,2009
5629,2325,35.795,-75.548,7050,N,2009
7649,351,41.505,-71.327,7197,N,2009
4018,2215,30.327,-89.325,7021,N,2009
1420,405,58.298,-134.412,6390,N,2009
4411,520,27.76,-82.627,7189,Y,2009
5686,1635,36.967,-76.113,7141,N,2009
2893,2126,34.408,-119.685,7947,N,2009
558,2303,52.232,-174.173,7016,N,2009
6725,1153,38.968,-74.96,7255,N,2009
5275,234,32.782,-79.925,7153,N,2009
549,487,51.863,-176.632,NA,N,2009
1969,1325,48.112,-122.757,6994,N,2009
1179,445,59.548,-139.733,6470,N,2009
4341,1638,27.978,-82.832,7101,Y,2009
696,2302,55.062,-162.327,6954,N,2009
2647,437,37.772,-122.298,7059,N,2009
639,757,53.88,-166.537,6784,N,2009
8229,1524,44.642,-67.297,7045,N,2009
2134,2214,45.555,-123.918,6955,N,2009
685,1800,64.5,-165.43,6961,N,2009
4027,2327,30.705,-88.04,7030,N,2009
6636,135,39.933,-75.142,7085,N,2009
2212,1640,42.738,-124.498,6950,N,2009
4975,2123,28.415,-80.592,7091,N,2009
5549,1636,36.183,-75.747,7151,N,2009
4152,1641,30.152,-85.667,7032,N,2009
7922,235,42.353,-71.053,NA,N,2009
3838,2297,28.943,-95.302,6961,N,2009
6674,786,39.558,-75.573,7150,N,2009
4309,428,29.135,-83.032,7076,N,2009
338,521,20.895,-156.477,7000,N,2009
4008,1156,30.25,-88.075,7050,N,2009
7563,430,41.807,-71.4,7132,N,2009
661,1857,70.4,-148.527,7059,N,2009
6501,224,38.782,-75.12,7187,N,2009
6391,636,37.165,-75.988,7099,N,2009
363,2128,20.037,-155.83,7128,N,2009
1091,566,60.558,-145.752,7102,N,2009
5330,1444,33.655,-78.918,7047,N,2009
3938,2328,30.027,-90.113,NA,N,2009
8112,183,43.657,-70.247,7171,N,2009
4851,1858,25.73,-80.162,5975,N,2009
7754,367,41.523,-70.672,7132,N,2009
2570,10,37.807,-122.465,7079,N,2009
1518,225,55.332,-131.625,7016,N,2009
4644,1701,24.712,-81.105,7117,N,2009
8194,525,44.392,-68.205,7155,N,2009
3750,161,29.31,-94.793,7403,N,2009
2751,1352,36.605,-121.887,7029,N,2009
1039,1353,61.125,-146.362,6817,N,2009
3857,1903,27.583,-97.217,7101,N,2009
849,1067,61.238,-149.89,7011,N,2009
765,2301,56.898,-154.247,6927,N,2009
2822,508,35.177,-120.76,7065,N,2009
6315,148,39.267,-76.578,7176,N,2009
893,1350,60.683,-151.397,6618,N,2009
2366,2125,38.913,-123.707,6972,N,2009
944,1070,59.44,-151.72,6675,N,2009
797,567,57.732,-152.512,6711,N,2009
1685,1633,48.863,-122.757,6976,N,2009
6106,412,38.317,-76.452,7245,N,2009
5094,112,30.672,-81.465,7270,N,2009
1806,1354,46.707,-123.967,6321,N,2009
997,266,60.12,-149.427,6958,N,2009
1768,384,48.547,-123.01,7034,N,2009
6013,360,38.873,-77.022,7060,N,2009
6201,311,38.983,-76.48,7116,N,2009
7204,519,41.048,-71.96,7205,N,2009
7103,12,40.7,-74.013,7149,N,2009
2708,2329,37.507,-122.212,6995,N,2009
2687,2330,38.055,-122.04,7192,N,2009
96,756,21.953,-159.355,6983,N,2009
3070,245,33.72,-118.272,7093,N,2009
4765,1696,26.612,-80.033,NA,N,2009
2328,1639,40.767,-124.217,7109,N,2009
7265,2322,40.81,-73.765,7131,N,2009
3210,256,32.867,-117.257,7099,N,2009
4617,188,24.555,-81.807,7226,N,2009
4120,246,30.403,-87.21,7152,N,2009
1653,2127,48.125,-123.44,6922,N,2009
6942,366,40.467,-74.008,7232,N,2009
7135,1637,40.637,-74.142,7111,Y,2009
5176,395,32.033,-80.902,7209,N,2009
1600,385,48.367,-124.612,6916,N,2009
3393,497,26.06,-97.215,7189,N,2009
1612,2298,47.913,-124.637,NA,N,2009
454,300,19.73,-155.055,NA,N,2010
7564,430,41.807,-71.4,7183,N,2010
7807,1111,41.285,-70.097,7216,N,2010
998,266,60.12,-149.427,7065,N,2010
4976,2123,28.415,-80.592,7056,N,2010
3071,245,33.72,-118.272,7071,N,2010
5630,2325,35.795,-75.548,7069,N,2010
4028,2327,30.705,-88.04,6981,N,2010
4310,428,29.135,-83.032,7070,N,2010
1654,2127,48.125,-123.44,7012,Y,2010
4153,1641,30.152,-85.667,7008,N,2010
1519,225,55.332,-131.625,7076,N,2010
6107,412,38.317,-76.452,7258,N,2010
2648,437,37.772,-122.298,7066,N,2010
6675,786,39.558,-75.573,7151,N,2010
4645,1701,24.712,-81.105,NA,N,2010
2213,1640,42.738,-124.498,6996,N,2010
6502,224,38.782,-75.12,7201,N,2010
1040,1353,61.125,-146.362,6883,N,2010
4009,1156,30.25,-88.075,7015,N,2010
5331,1444,33.655,-78.918,NA,N,2010
8113,183,43.657,-70.247,7245,N,2010
364,2128,20.037,-155.83,7164,N,2010
2752,1352,36.605,-121.887,7028,N,2010
8195,525,44.392,-68.205,7219,N,2010
3751,161,29.31,-94.793,7401,N,2010
3939,2328,30.027,-90.113,7088,N,2010
662,1857,70.4,-148.527,7047,N,2010
4463,1106,26.647,-81.87,NA,N,2010
1180,445,59.548,-139.733,6536,N,2010
3394,497,26.06,-97.215,7189,N,2010
1103,2300,58.195,-136.347,7046,N,2010
6943,366,40.467,-74.008,7268,N,2010
4019,2215,30.327,-89.325,6993,N,2010
4618,188,24.555,-81.807,7220,N,2010
3947,2296,29.868,-89.673,7032,N,2010
2329,1639,40.767,-124.217,7156,N,2010
550,487,51.863,-176.632,6985,N,2010
3839,2297,28.943,-95.302,6969,N,2010
5776,299,36.947,-76.33,7291,N,2010
4766,1696,26.612,-80.033,NA,N,2010
559,2303,52.232,-174.173,7056,Y,2010
7266,2322,40.81,-73.765,7168,N,2010
7650,351,41.505,-71.327,7253,N,2010
4412,520,27.76,-82.627,7172,N,2010
1970,1325,48.112,-122.757,7059,N,2010
5276,234,32.782,-79.925,7128,N,2010
1925,127,47.602,-122.338,7183,N,2010
6726,1153,38.968,-74.96,7276,N,2010
6014,360,38.873,-77.022,7066,N,2010
2062,265,46.207,-123.768,6955,N,2010
6392,636,37.165,-75.988,7106,N,2010
3794,1835,29.728,-93.87,7129,N,2010
7205,519,41.048,-71.96,NA,N,2010
4342,1638,27.978,-82.832,NA,N,2010
1769,384,48.547,-123.01,7103,N,2010
1340,495,59.45,-135.327,6391,N,2010
8322,332,44.903,-66.982,7162,N,2010
5095,112,30.672,-81.465,7235,N,2010
1421,405,58.298,-134.412,6436,N,2010
640,757,53.88,-166.537,6826,N,2010
7755,367,41.523,-70.672,7186,N,2010
1092,566,60.558,-145.752,7174,N,2010
850,1067,61.238,-149.89,7072,Y,2010
798,567,57.732,-152.512,6796,N,2010
5687,1635,36.967,-76.113,7152,N,2010
2894,2126,34.408,-119.685,NA,N,2010
1686,1633,48.863,-122.757,7043,N,2010
4852,1858,25.73,-80.162,5967,N,2010
5928,2324,37.995,-76.465,7153,N,2010
2124,1196,44.625,-124.042,7093,N,2010
2409,1394,37.995,-122.977,7089,N,2010
2181,1269,43.345,-124.322,7076,N,2010
8008,2321,43.072,-70.71,7075,N,2010
2709,2329,37.507,-122.212,7005,N,2010
6316,148,39.267,-76.578,7183,N,2010
7995,2291,43.072,-70.712,7075,N,2010
4121,246,30.403,-87.21,7131,N,2010
4202,1193,29.727,-84.982,6968,N,2010
6202,311,38.983,-76.48,7126,N,2010
3322,158,32.713,-117.173,7115,N,2010
3928,526,29.263,-89.957,7249,N,2010
4868,2326,30.398,-81.428,7012,N,2010
945,1070,59.44,-151.72,NA,N,2010
6521,2292,38.328,-75.092,7093,N,2010
5874,1295,38.573,-76.068,7165,N,2010
7104,12,40.7,-74.013,7185,N,2010
268,823,21.432,-157.79,6979,Y,2010
894,1350,60.683,-151.397,6659,N,2010
6831,180,39.355,-74.418,NA,N,2010
3649,828,29.285,-94.788,7145,N,2010
4514,1107,26.132,-81.807,NA,N,2010
7410,1068,41.173,-73.182,7101,N,2010
3537,538,28.022,-97.047,7190,N,2010
2571,10,37.807,-122.465,7089,N,2010
2978,377,34.008,-118.5,7021,N,2010
739,2304,57.125,-170.285,NA,N,2010
1268,2299,56.247,-134.647,7024,N,2010
3211,256,32.867,-117.257,7084,Y,2010
2688,2330,38.055,-122.04,7215,N,2010
729,1634,55.337,-160.502,7040,N,2010
5177,395,32.033,-80.902,7180,N,2010
209,155,21.307,-157.867,7071,N,2010
1613,2298,47.913,-124.637,7079,Y,2010
1259,426,57.052,-135.342,6954,N,2010
2367,2125,38.913,-123.707,6994,N,2010
6859,2323,39.213,-76.245,7126,N,2010
3858,1903,27.583,-97.217,7118,N,2010
5465,396,34.227,-77.953,7162,N,2010
2823,508,35.177,-120.76,NA,N,2010
1807,1354,46.707,-123.967,6321,Y,2010
339,521,20.895,-156.477,7030,N,2010
6637,135,39.933,-75.142,7090,N,2010
7136,1637,40.637,-74.142,NA,N,2010
5509,2295,34.72,-76.67,7140,N,2010
686,1800,64.5,-165.43,6897,Y,2010
5550,1636,36.183,-75.747,7166,N,2010
97,756,21.953,-159.355,6985,N,2010
766,2301,56.898,-154.247,7009,N,2010
2135,2214,45.555,-123.918,7017,N,2010
7923,235,42.353,-71.053,7277,N,2010
1601,385,48.367,-124.612,6988,N,2010
697,2302,55.062,-162.327,6994,N,2010
2297,378,41.745,-124.182,7064,N,2010
7486,429,41.36,-72.09,7202,N,2010
275,2273,20.78,-156.9,6996,N,2010
33,2192,23.868,-166.288,NA,N,2010
6944,366,40.467,-74.008,7257,N,2011
7137,1637,40.637,-74.142,7123,N,2011
999,266,60.12,-149.427,6991,N,2011
6727,1153,38.968,-74.96,7253,N,2011
7924,235,42.353,-71.053,7239,N,2011
2368,2125,38.913,-123.707,6964,N,2011
210,155,21.307,-157.867,7068,N,2011
1971,1325,48.112,-122.757,7016,N,2011
340,521,20.895,-156.477,7040,N,2011
8196,525,44.392,-68.205,7190,N,2011
1181,445,59.548,-139.733,6467,N,2011
2330,1639,40.767,-124.217,7117,N,2011
6503,224,38.782,-75.12,7198,N,2011
6638,135,39.933,-75.142,7158,N,2011
2572,10,37.807,-122.465,7086,N,2011
4020,2215,30.327,-89.325,6973,Y,2011
4413,520,27.76,-82.627,7166,N,2011
3538,538,28.022,-97.047,7139,N,2011
7267,2322,40.81,-73.765,7152,N,2011
2125,1196,44.625,-124.042,7042,N,2011
1520,225,55.332,-131.625,7042,N,2011
3840,2297,28.943,-95.302,6910,N,2011
560,2303,52.232,-174.173,NA,N,2011
4203,1193,29.727,-84.982,6924,N,2011
2979,377,34.008,-118.5,7011,N,2011
5551,1636,36.183,-75.747,7122,N,2011
1614,2298,47.913,-124.637,7052,N,2011
4311,428,29.135,-83.032,7074,N,2011
551,487,51.863,-176.632,6992,N,2011
1269,2299,56.247,-134.647,6973,N,2011
1260,426,57.052,-135.342,6882,N,2011
1655,2127,48.125,-123.44,6943,N,2011
4619,188,24.555,-81.807,7215,N,2011
2689,2330,38.055,-122.04,7232,N,2011
5466,396,34.227,-77.953,7135,N,2011
5631,2325,35.795,-75.548,7042,N,2011
5688,1635,36.967,-76.113,7135,N,2011
6203,311,38.983,-76.48,7175,N,2011
3795,1835,29.728,-93.87,7072,N,2011
2895,2126,34.408,-119.685,7940,N,2011
4869,2326,30.398,-81.428,7014,N,2011
276,2273,20.78,-156.9,7003,N,2011
6676,786,39.558,-75.573,7178,N,2011
2063,265,46.207,-123.768,6962,N,2011
946,1070,59.44,-151.72,NA,N,2011
3212,256,32.867,-117.257,7104,N,2011
6522,2292,38.328,-75.092,7079,N,2011
6108,412,38.317,-76.452,7281,N,2011
3323,158,32.713,-117.173,7115,N,2011
7808,1111,41.285,-70.097,7175,N,2011
455,300,19.73,-155.055,7118,N,2011
7105,12,40.7,-74.013,7182,N,2011
3072,245,33.72,-118.272,7065,N,2011
269,823,21.432,-157.79,6974,N,2011
7206,519,41.048,-71.96,7227,N,2011
4343,1638,27.978,-82.832,7089,N,2011
4853,1858,25.73,-80.162,5959,N,2011
5510,2295,34.72,-76.67,7137,N,2011
